domain,subdomains,subdomain_count,email_user,registrar,asn,org,host_provider,ips,asn_description,asn_country,creation_date,expiration_date,sld,tld,ns_hosts,ns_base,ns_count,mx_hosts,mx_base,mx_count,soa_email,ip_count
dagroupindia.com,sssk;www;www.sssk,3.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.hostpapa.com.;ns2.hostpapa.com.,hostpapa.com,2,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;alt3.aspmx.l.google.com.;alt4.aspmx.l.google.com.;aspmx.l.google.com.,google.com,5,admin@hostpapa.ca,
cpbashrooter-webmailpan-pan40942.mdbgo.io,www;www.www,2.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
2fle4r.share-eu1.hsforms.com,www,1.0,abusecomplaints,"MarkMonitor, Inc.",13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
doris-hauptmeier.systeme.io,www,1.0,UNKNOWN,NAMECHEAP INC,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
heartofiowamail.weebly.com,www,1.0,UNKNOWN,UNKNOWN,27647.0,"WEEBLY, US","WEEBLY, US (AS27647)",,,,,,,,,,0,,,0,,
lint.aerix.com.de,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
www.mijn.overheid.nl.berichtenbox.kzd7zmdi2ee35tbigy2kc2y1fb2tw5ftpaa9zrteqnw2mbjqrnnp.geyga.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
suspension-flux.com,pro;www,2.0,abuse-complaints,Squarespace Domains LLC (ID3827),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ns-cloud-b1.googledomains.com.;ns-cloud-b2.googledomains.com.;ns-cloud-b3.googledomains.com.;ns-cloud-b4.googledomains.com.,googledomains.com,4,,,0,cloud-dns-hostmaster@google.com,
istoria9.ro,cpcalendars;cpcontacts;www,3.0,UNKNOWN,UNKNOWN,34358.0,"CYBER_FOLKS-RO-DC_FLO, RO","CYBER_FOLKS-RO-DC_FLO, RO (AS34358)",,,,,,,,ns1.tlh.ro.;ns2.tlh.ro.,tlh.ro,2,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;alt3.aspmx.l.google.com.;alt4.aspmx.l.google.com.;aspmx.l.google.com.,google.com,5,server@mxserver.ro,
solution-ulys.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
glqxogs.kixcfd.cfd,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
mtntm.cn,www,1.0,13642230881,江苏邦宁科技有限公司,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
multidisciplinary-closet-099320.framer.app,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
pereez20111.wixstudio.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
att-currently-10-13-25.weeblysite.com,www,1.0,abuse,SafeNames Ltd. (ID447),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
sallypaul2.wixstudio.com,www,1.0,UNKNOWN,UNKNOWN,396982.0,"GOOGLE-CLOUD-PLATFORM, US","GOOGLE-CLOUD-PLATFORM, US (AS396982)",,,,,,,,,,0,,,0,,
wpatt-fcu0nline.weebly.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
transit-point-center.com,ww;www;www.www,3.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
aadimarine.com,www,1.0,abuse-contact,PDR Ltd. d/b/a PublicDomainRegistry.com (ID303),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ns1.redstaressentials.co.,redstaressentials.co,1,mail.aadimarine.com.,aadimarine.com,1,redstaressentials@gmail.com,
solarbitrage.tecnotoy.com.br,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
wokless.com,www,1.0,UNKNOWN,UNKNOWN,22612.0,"NAMECHEAP-NET, US","NAMECHEAP-NET, US (AS22612)",,,,,,,,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mail.wokless.com.,wokless.com,1,cpanel@tech.namecheap.com,
2fkwvp.share-eu1.hsforms.com,www,1.0,abusecomplaints,"MarkMonitor, Inc.",13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
indmillennium.sbs,www,1.0,abuse,Dynadot LLC,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
41brtx.share-na2.hsforms.com,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
logistique-transportmr.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
inpost-pl.wyemakol.cfd,www;www.www,2.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
voudebolsa.com.br,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.96code.com.br.;ns2.96code.com.br.,com.br,2,mail.voudebolsa.com.br.,com.br,1,root@vps-13214366.96code.com.br,
hghhghu.makeweb.co,www,1.0,abuse,PDR Ltd. d/b/a PublicDomainRegistry.com (ID303),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
authensure.org,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
creditpro2025.webcindario.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
bciuk.top,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
mineraflorajulia.pe,cpcalendars;cpcontacts;www,3.0,UNKNOWN,Yachay Telecomunicaciones,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.yachay.pe.;ns2.yachay.pe.,yachay.pe,2,mineraflorajulia.pe.,mineraflorajulia.pe,1,OPERADOR@RCP.pe,
m24seguranca.icu,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
www.smbs.verify.co.jp.index.nhy369.sbs,www,1.0,abuse,Dynadot LLC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
enter-auth-see-siwwshuu.github.io,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
pub-f567dc03e26e4f3cb9564649c453004c.r2.dev,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
pub-bf621bcb7f3647c1bcdeab72e3b5d47f.r2.dev,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
pub-1336670279a3478fb11f3609f668ed37.r2.dev,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
api-openai.mazzdemo.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
heyreklam.com,uvdesk;www,2.0,rtr-security-threats,Realtime Register B.V. (ID839),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
cxf.selfip.org,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
www.smbs.verify.co.jp.index.cde789.sbs,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
allegrolokalnie.pl-oferta476482.cfd,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
servicefastserve.weebly.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
trez-io-start-cdn.netlify.app,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
connect-trezo-device.netlify.app,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
www.sanidadserv.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
privatkunden.de.badmincourt.pro,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
prodmssgs.makeweb.co,www,1.0,abuse,PDR Ltd. d/b/a PublicDomainRegistry.com (ID303),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
prestamosprodu1.webcindario.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
iniciar-credito.webcindario.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
proddubank.webcindario.com,www,1.0,domainabuse,"TUCOWS DOMAINS, INC.",55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
produbn-ec.webcindario.com,,0.0,domainabuse,"TUCOWS DOMAINS, INC.",55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
crediproenlinea.webcindario.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
fiverrverifcheck.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,randall.ns.cloudflare.com.;suzanne.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
5dtvhh.cfd,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
bruno.taweb.net.br,www,1.0,UNKNOWN,UNKNOWN,19871.0,"NETWORK-SOLUTIONS-HOSTING, US","NETWORK-SOLUTIONS-HOSTING, US (AS19871)",,,,,,,,,,0,,,0,,
travel-discounts.net,www,1.0,abuse,"Spaceship, Inc. (ID3862)",0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,launch1.spaceship.net.;launch2.spaceship.net.,spaceship.net,2,mail.travel-discounts.net.,travel-discounts.net,1,support@spaceship.com,
office386noctrl.weebly.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
correotdeaeducoe.weebly.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
addlzim.weebly.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
amzlvqip.com,www,1.0,complaint,Gname.com Pte. Ltd. (ID1923),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,evan.ns.cloudflare.com.;fatima.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
www-prbs-relay.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ns1.openprovider.nl.;ns2.openprovider.be.;ns3.openprovider.eu.,openprovider.be;openprovider.eu;openprovider.nl,3,,,0,dns@openprovider.eu,
bhdvalidaciaon.webcindario.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
tokikonut.net,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns-cloud-e1.googledomains.com.;ns-cloud-e2.googledomains.com.;ns-cloud-e3.googledomains.com.;ns-cloud-e4.googledomains.com.,googledomains.com,4,,,0,cloud-dns-hostmaster@google.com,
rosenblattsappraisalservice.com,m;www,2.0,abuse,NAMECHEAP INC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,a.dnspod.com.;b.dnspod.com.;c.dnspod.com.,dnspod.com,3,,,0,domainadmin@dnspod.com,
dxbride.com,www;www.umair,2.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns100.webnic.cc.;ns101.webnic.cc.,webnic.cc,2,,,0,technical@webnic.cc,
swifttransporteg.com,cpcalendars;cpcontacts;www,3.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.peofree.com.;ns2.peofree.com.,peofree.com,2,mx.zoho.com.,zoho.com,1,linux\@system25.gmail.com,
co515685-wordpress-ixd7o.tw1.ru,www,1.0,UNKNOWN,TIMEWEB-RU,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.timeweb.ru.;ns2.timeweb.ru.;ns3.timeweb.org.;ns4.timeweb.org.,timeweb.org;timeweb.ru,4,mx1.timeweb.ru.;mx2.timeweb.ru.,timeweb.ru,2,dns@timeweb.ru,
comprasentretenimento.com.br,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ns1.mobilapp.com.br.;ns2.mobilapp.com.br.,com.br,2,comprasentretenimento.com.br.,com.br,1,sysadmin@hmservers.net,
ce930168-wordpress-c6yyw.tw1.ru,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.timeweb.ru.;ns2.timeweb.ru.;ns3.timeweb.org.;ns4.timeweb.org.,timeweb.org;timeweb.ru,4,mx1.timeweb.ru.;mx2.timeweb.ru.,timeweb.ru,2,dns@timeweb.ru,
produbanc0nlinetrop.vercel.app,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
nonenforceable976.cyltra.onl,www,1.0,abuse,DYNADOT LLC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
slableakatlanta.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.inmotionhosting.com.;ns2.inmotionhosting.com.,inmotionhosting.com,2,slableakatlanta.com.,slableakatlanta.com,1,root@server.greenleehosting.com,
literate-sniffle-rho.vercel.app,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
logs-fr.vercel.app,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
servero.1csmart.by,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
support-redistribution-fr.com,docs;www,2.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
support-redistribution-france.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
kedbdnndn.wpdevcloud.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
lakecountrygrill.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.shopcitydns.com.;ns2.shopcitydns.com.,shopcitydns.com,2,mxa.mailgun.org.;mxb.mailgun.org.,mailgun.org,2,rc@shopcity.com,
h3stars.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns39.domaincontrol.com.;ns40.domaincontrol.com.,domaincontrol.com,2,h3stars-com.mail.protection.outlook.com.,outlook.com,1,dns@jomax.net,
www.app-vhd-whatsappcc.com,www,1.0,domainabuse,Dominet (HK) Limited (ID3775),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
enlinaea.9e.cz,www,1.0,UNKNOWN,REG-WEBGLOBE,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,mail.endora.cz.,endora.cz,1,,
www.rkenergiasolar.com,www,1.0,abuse-contact,PDR Ltd. d/b/a PublicDomainRegistry.com (ID303),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
www.llc-centro-de-ayuda.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
jayequipment.in,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.jayequipment.com.;ns2.jayequipment.com.,jayequipment.com,2,jayequipment.in.,jayequipment.in,1,hosting@dowmedia.in,
ledger-us-nanox-cdn.vercel.app,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
pay.hotmart.com,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
www.restaurar-nflx.com,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
trackmyparcel-dhl.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,dns1.dnshost.to.;dns2.dnshost.to.,dnshost.to,2,trackmyparcel-dhl.com.,trackmyparcel-dhl.com,1,root@1.dns1.dnshost.to,
pontoonsolutionsde.my.site.com,www,1.0,UNKNOWN,UNKNOWN,20940.0,"AKAMAI-ASN1, NL","AKAMAI-ASN1, NL (AS20940)",,,,,,,,,,0,,,0,,
fr-suivi-coursier.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
schaengold.com,www,1.0,abuse-complaints,Squarespace Domains II LLC (ID895),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns-cloud-c1.googledomains.com.;ns-cloud-c2.googledomains.com.;ns-cloud-c3.googledomains.com.;ns-cloud-c4.googledomains.com.,googledomains.com,4,schaengold.com.,schaengold.com,1,cloud-dns-hostmaster@google.com,
elmahacar.com,,0.0,domainabuse,"TUCOWS DOMAINS, INC.",394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ns1.bluehost.com.;ns2.bluehost.com.,bluehost.com,2,mail.elmahacar.com.,elmahacar.com,1,root@box4264.bluehost.com,
hjbclo.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,evan.ns.cloudflare.com.;fatima.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
site-o39q4icu7.godaddysites.com,www,1.0,abuse,"GoDaddy.com, LLC (ID146)",0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
runforzim.weebly.com,www,1.0,abuse,SafeNames Ltd. (ID447),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
husxim.weebly.com,www,1.0,UNKNOWN,UNKNOWN,27647.0,"WEEBLY, US","WEEBLY, US (AS27647)",,,,,,,,,,0,,,0,,
proto.xperti.io,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
allegrolokalnie.pl-37393.cfd,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
coinbase-pro-logi.pages.dev,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,mona.ns.cloudflare.com.;porter.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
mohsinabbas19.github.io,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
2u.pw,foodemenu.com;whm;www.foodemenu.com,3.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,elaine.ns.cloudflare.com.;rajeev.ns.cloudflare.com.,cloudflare.com,2,mx1.hostinger.com.;mx2.hostinger.com.,hostinger.com,2,dns@cloudflare.com,
perpustakaan.vaniela.com,www,1.0,compliance_abuse,WEBCC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
irs-content.com,www,1.0,abuse,"GoDaddy.com, LLC (ID146)",16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,ns57.domaincontrol.com.;ns58.domaincontrol.com.,domaincontrol.com,2,,,0,dns@jomax.net,
mardi-pickup-programmation.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ns1.openprovider.nl.;ns2.openprovider.be.;ns3.openprovider.eu.,openprovider.be;openprovider.eu;openprovider.nl,3,,,0,dns@openprovider.eu,
uborbbne.weebly.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
hotelchiaraluna.com,demo;dev;m;shop;store;test;wap;www,8.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
btemailaddress.plutio.com,,0.0,abuse,NAMECHEAP INC,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
cmb-carte-opposition.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
bradesco-alertas.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
bigbigpromotion.com,www,1.0,abuse-contact,PDR Ltd. d/b/a PublicDomainRegistry.com (ID303),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,hadlee.ns.cloudflare.com.;shane.ns.cloudflare.com.,cloudflare.com,2,mx1.titan.email.;mx2.titan.email.,titan.email,2,dns@cloudflare.com,
smkalbasyariyahpkc.sch.id,ftp;www,2.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ns3.sedudohost.com.;ns4.sedudohost.com.,sedudohost.com,2,smkalbasyariyahpkc.sch.id.,sch.id,1,postmaster@smkalbasyariyahpkc.sch.id,
btailll.plutio.com,,0.0,abuse,"NameCheap, Inc. (ID1068)",13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
