label,domain,ips,asn,asn_description,asn_country,registrar,creation_date,expiration_date,sld,tld,ns_hosts,ns_base,ns_count,mx_hosts,mx_base,mx_count,soa_email,ip_count
Phorpiex,aaeiauebfaneifuaeifu.info,,,,,,,,aaeiauebfaneifuaeifu,info,,,0,,,0,,
Phorpiex,aaeiauebfaneifuaeifx.biz,,,,,,,,aaeiauebfaneifuaeifx,biz,,,0,,,0,,
ClearFake,quark7.tundraflip.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,tundraflip,ru,,,0,,,0,,
Mirai,mientrung.click,23.134.216.220,216475.0,"NKTELECOM, US",US,"GMO Internet, Inc.",2024-03-12,2026-03-12,mientrung,click,eloise.ns.cloudflare.com.;owen.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Mirai,perferctdmng.is,"179.43.172.109,45.8.93.146,72.56.86.244,80.90.181.84",51852.0,"PLI-AS, PA",PA,,2025-11-10,2026-11-10,perferctdmng,is,forwarding00.isnic.is.;forwarding01.isnic.is.,isnic.is,2,,,0,forwadm@isnic.is,4.0
Mirai,vmr3b.bounceme.net,41.216.189.110,211138.0,"PRIVATEHOSTING-NET, IT",ZA,,,,bounceme,net,,,0,,,0,,1.0
IcedID,pakistanytrible.top,,,,,,,,pakistanytrible,top,,,0,,,0,,
IcedID,geroees.club,,,,,,,,geroees,club,,,0,,,0,,
IcedID,ghosternew.casa,,,,,,,,ghosternew,casa,,,0,,,0,,
IcedID,kengurutrible.top,,,,,,,,kengurutrible,top,,,0,,,0,,
DCRat,propxx.io,34.76.205.124,396982.0,"GOOGLE-CLOUD-PLATFORM, US",US,"Sav.com, LLC",2025-11-07,2026-11-07,propxx,io,ns1.all-harmless.domains.;ns2.all-harmless.domains.,all-harmless.domains,2,mx.all-harmless.domains.,all-harmless.domains,1,admin@all-harmless.domains,1.0
DCRat,v2.propxx.io,34.76.205.124,396982.0,"GOOGLE-CLOUD-PLATFORM, US",US,"Sav.com, LLC",2025-11-07,2026-11-07,propxx,io,,,0,,,0,,1.0
DCRat,v3.propxx.io,34.76.205.124,396982.0,"GOOGLE-CLOUD-PLATFORM, US",US,"Sav.com, LLC",2025-11-07,2026-11-07,propxx,io,,,0,,,0,,1.0
DCRat,oaskaks343.dynuddns.com,94.154.35.160,214943.0,"RAILNET, US",UA,"Dynu Systems, Inc.",2021-01-05,2029-01-05,dynuddns,com,,,0,,,0,,1.0
AsyncRAT,envio26.dynuddns.net,127.1.2.3,,,,"Dynu Systems, Inc.",2021-01-05,2029-01-05,dynuddns,net,,,0,,,0,,1.0
AsyncRAT,flysky07.giize.com,,,,,,,,giize,com,,,0,,,0,,
AsyncRAT,gatex.nahproject.com,127.1.2.3,,,,"GoDaddy.com, LLC",2017-09-18,2026-09-18,nahproject,com,,,0,,,0,,1.0
AsyncRAT,gatex.xoilaczzpzz.tv,127.1.2.3,,,,"NameCheap, Inc.",2025-10-24,2026-10-24,xoilaczzpzz,tv,,,0,,,0,,1.0
AsyncRAT,v2.nahproject.com,127.1.2.3,,,,"GoDaddy.com, LLC",2017-09-18,2026-09-18,nahproject,com,,,0,,,0,,1.0
AsyncRAT,ynvppcdzn.localto.net,127.1.2.3,,,,"NameCheap, Inc.",2023-02-10,2027-02-10,localto,net,,,0,,,0,,1.0
ClearFake,ez.tundraflip.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,tundraflip,ru,,,0,,,0,,
ClearFake,gq.tundraflip.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,tundraflip,ru,,,0,,,0,,
ClearFake,wn.v0xelspark.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,v0xelspark,ru,,,0,,,0,,
ClearFake,n8u.v0xelspark.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,v0xelspark,ru,,,0,,,0,,
ClearFake,eyv.v0xelspark.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,v0xelspark,ru,,,0,,,0,,
Quasar RAT,turn-couple.gl.at.ply.gg,147.185.221.22,400519.0,"PLAYIT-GG, US",US,"NameCheap, Inc (https://www.namecheap.com)",2022-08-21,,ply,gg,,,0,,,0,,1.0
Quasar RAT,suprakini3-55449.portmap.host,127.1.2.3,,,,NAMECHEAP INC,2018-07-10,2026-07-10,portmap,host,,,0,,,0,,1.0
XWorm,equipment-spam.gl.at.ply.gg,147.185.221.22,400519.0,"PLAYIT-GG, US",US,"NameCheap, Inc (https://www.namecheap.com)",2022-08-21,,ply,gg,,,0,,,0,,1.0
XWorm,sale-slim.gl.at.ply.gg,147.185.221.229,400519.0,"PLAYIT-GG, US",US,"NameCheap, Inc (https://www.namecheap.com)",2022-08-21,,ply,gg,,,0,,,0,,1.0
ClearFake,7j.v0xelspark.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,v0xelspark,ru,,,0,,,0,,
ClearFake,903.marbletug.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,marbletug,ru,,,0,,,0,,
ClearFake,o4089.marbletug.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,marbletug,ru,,,0,,,0,,
ClearFake,spindle7.marbletug.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,marbletug,ru,,,0,,,0,,
ClearFake,9p.marbletug.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,marbletug,ru,,,0,,,0,,
ClearFake,dorn.prismgrau.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,prismgrau,ru,,,0,,,0,,
ClearFake,moos.prismgrau.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,prismgrau,ru,,,0,,,0,,
ClearFake,weiss.prismgrau.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,prismgrau,ru,,,0,,,0,,
ClearFake,gleis.cometlinde.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cometlinde,ru,,,0,,,0,,
ClearFake,hof.cometlinde.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cometlinde,ru,,,0,,,0,,
Unknown Loader,memorycompany.xyz,"104.21.37.102,172.67.207.20",13335.0,"CLOUDFLARENET, US",US,NAMECHEAP INC,2025-11-07,2026-11-07,memorycompany,xyz,brad.ns.cloudflare.com.;emma.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown Loader,truckshat.xyz,"104.21.66.242,172.67.165.225",13335.0,"CLOUDFLARENET, US",US,Namecheap,2025-11-07,2026-11-07,truckshat,xyz,brad.ns.cloudflare.com.;emma.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
ClearFake,stern.cometlinde.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cometlinde,ru,,,0,,,0,,
ClearFake,mond.cometlinde.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cometlinde,ru,,,0,,,0,,
Unknown RAT,rpwhelp.top,,,,,"Spaceship, Inc.",2025-11-03,2026-11-03,rpwhelp,top,,,0,,,0,,
Unknown RAT,rskpcare.top,,,,,"Spaceship, Inc.",2025-10-06,2026-10-06,rskpcare,top,,,0,,,0,,
Unknown Loader,cellardirection.info,"104.21.3.165,172.67.130.242",13335.0,"CLOUDFLARENET, US",US,,,,cellardirection,info,brad.ns.cloudflare.com.;emma.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown Loader,blowfarm.info,"104.21.93.9,172.67.201.222",13335.0,"CLOUDFLARENET, US",US,,,,blowfarm,info,brad.ns.cloudflare.com.;emma.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown Loader,stewstamp.xyz,"104.21.85.94,172.67.204.64",13335.0,"CLOUDFLARENET, US",US,Namecheap,2025-11-09,2026-11-09,stewstamp,xyz,brad.ns.cloudflare.com.;emma.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Aura Stealer,mscloud.cfd,"104.21.39.67,172.67.143.145",13335.0,"CLOUDFLARENET, US",US,WEBCC,2025-11-10,2026-11-10,mscloud,cfd,brynne.ns.cloudflare.com.;harlan.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
ClearFake,brise.shadowfelsen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,shadowfelsen,ru,,,0,,,0,,
ClearFake,glanz.shadowfelsen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,shadowfelsen,ru,,,0,,,0,,
Unknown Stealer,arabianairlines.sbs,185.100.157.118,215826.0,"PARTNER-HOSTING-LTD, GB",RU,WEBCC,2025-11-16,2026-11-16,arabianairlines,sbs,aaden.ns.cloudflare.com.;brenna.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Unknown Stealer,arabianairlanes.lol,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2025-11-14,2026-11-14,arabianairlanes,lol,,,0,,,0,,
ClearFake,grat.shadowfelsen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,shadowfelsen,ru,,,0,,,0,,
ClearFake,ufer.shadowfelsen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,shadowfelsen,ru,,,0,,,0,,
Unknown Stealer,lylred.space,,,,,"HOSTINGER operations, UAB",2025-07-11,2026-07-11,lylred,space,,,0,,,0,,
ClearFake,nacht.shadowfelsen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,shadowfelsen,ru,,,0,,,0,,
Vidar,tru.momentsforme.info,,,,,,,,momentsforme,info,,,0,,,0,,
ClearFake,tal.cedarquelle.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cedarquelle,ru,,,0,,,0,,
ClearFake,bach.cedarquelle.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cedarquelle,ru,,,0,,,0,,
ClearFake,wald.cedarquelle.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cedarquelle,ru,,,0,,,0,,
ClearFake,klee.ironwinkel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ironwinkel,ru,,,0,,,0,,
Lumma Stealer,onfireg.qpon,127.1.2.3,,,,Dynadot LLC,2025-11-08,2026-11-08,onfireg,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@onfireg.qpon,1.0
Lumma Stealer,perfecj.qpon,127.1.2.3,,,,Dynadot LLC,2025-11-08,2026-11-08,perfecj,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@perfecj.qpon,1.0
Lumma Stealer,cyclohj.qpon,85.214.119.11,6724.0,"STRATO STRATO AG, DE",DE,Dynadot LLC,2025-11-08,2026-11-08,cyclohj,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@cyclohj.qpon,1.0
Lumma Stealer,sphecoi.qpon,85.214.119.11,6724.0,"STRATO STRATO AG, DE",DE,Dynadot LLC,2025-11-08,2026-11-08,sphecoi,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@sphecoi.qpon,1.0
Lumma Stealer,binderz.qpon,127.1.2.3,,,,Dynadot LLC,2025-11-08,2026-11-08,binderz,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@binderz.qpon,1.0
Lumma Stealer,gnarlus.qpon,127.1.2.3,,,,Dynadot LLC,2025-11-08,2026-11-08,gnarlus,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@gnarlus.qpon,1.0
Unknown malware,defender-temeerty.sbs,,,,,WEBCC,2025-11-16,2026-11-16,defender-temeerty,sbs,,,0,,,0,,
Unknown malware,telemetry-defender.lol,127.1.2.3,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2025-11-05,2026-11-05,telemetry-defender,lol,,,0,,,0,,1.0
ClearFake,rauch.ironwinkel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ironwinkel,ru,,,0,,,0,,
ClearFake,stern.glimmerstrand.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,glimmerstrand,ru,,,0,,,0,,
ClearFake,wolke.glimmerstrand.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,glimmerstrand,ru,,,0,,,0,,
ClearFake,fjord.glimmerstrand.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,glimmerstrand,ru,,,0,,,0,,
ClearFake,kamm.ravenkiesel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ravenkiesel,ru,,,0,,,0,,
ClearFake,wind.ravenkiesel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ravenkiesel,ru,,,0,,,0,,
ClearFake,nebel.ravenkiesel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ravenkiesel,ru,,,0,,,0,,
ClearFake,eiche.ravenkiesel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ravenkiesel,ru,,,0,,,0,,
ClearFake,falke.ravenkiesel.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,ravenkiesel,ru,,,0,,,0,,
ClearFake,hain.cobaltweald.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cobaltweald,ru,,,0,,,0,,
ClearFake,glut.cobaltweald.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cobaltweald,ru,,,0,,,0,,
ClearFake,licht.cobaltweald.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cobaltweald,ru,,,0,,,0,,
ClearFake,adler.cobaltweald.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,cobaltweald,ru,,,0,,,0,,
ClearFake,ufer.quartzstollen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,quartzstollen,ru,,,0,,,0,,
ClearFake,pfad.quartzstollen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,quartzstollen,ru,,,0,,,0,,
ClearFake,moos.quartzstollen.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,quartzstollen,ru,,,0,,,0,,
ClearFake,sturm.pinewacht.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,pinewacht,ru,,,0,,,0,,
ClearFake,klee.pinewacht.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,pinewacht,ru,,,0,,,0,,
ClearFake,tal.pinewacht.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,pinewacht,ru,,,0,,,0,,
ClearFake,bach.pinewacht.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,pinewacht,ru,,,0,,,0,,
ClearFake,wolke.pinewacht.ru,,,,,REGRU-RU,2025-11-16,2026-11-16,pinewacht,ru,,,0,,,0,,
Cobalt Strike,ns4.coppper.uk,,,,,"Cloudflare, Inc. [Tag = CLOUDFLARE]",2025-10-18,2026-10-18,coppper,uk,,,0,,,0,,
Cobalt Strike,ns5.coppper.uk,,,,,"Cloudflare, Inc. [Tag = CLOUDFLARE]",2025-10-18,2026-10-18,coppper,uk,,,0,,,0,,
Cobalt Strike,ns3.coppper.uk,,,,,"Cloudflare, Inc. [Tag = CLOUDFLARE]",2025-10-18,2026-10-18,coppper,uk,,,0,,,0,,
Cobalt Strike,ns2.coppper.uk,,,,,"Cloudflare, Inc. [Tag = CLOUDFLARE]",2025-10-18,2026-10-18,coppper,uk,,,0,,,0,,
Cobalt Strike,ns1.auv.one,,,,,One.com A/S,2024-06-30,2026-06-30,auv,one,,,0,,,0,,
Cobalt Strike,ns1.coppper.uk,,,,,"Cloudflare, Inc. [Tag = CLOUDFLARE]",2025-10-18,2026-10-18,coppper,uk,,,0,,,0,,
ClearFake,i5013.kink-bellow.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,kink-bellow,ru,,,0,,,0,,
ClearFake,hjfng.wavermint.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,wavermint,ru,,,0,,,0,,
ClearFake,byte.wavermint.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,wavermint,ru,,,0,,,0,,
ClearFake,quark.wavermint.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,wavermint,ru,,,0,,,0,,
Unknown malware,la-pan-adventures.com,163.44.185.191,7506.0,"INTERQ GMO Internet Group, Inc., JP",JP,Squarespace Domains LLC,2024-02-26,2026-02-26,la-pan-adventures,com,uns01.lolipop.jp.;uns02.lolipop.jp.,lolipop.jp,2,mx01.lolipop.jp.,lolipop.jp,1,admin@madame.jp,1.0
Unknown malware,you4news.de,91.203.111.34,45012.0,"CLOUDPIT, DE",DE,,,,you4news,de,cns1.cloudpit.de.;cns2.cloudpit.com.;cns3.cloudpit.io.,cloudpit.com;cloudpit.de;cloudpit.io,3,mx1.configcenter.info.;mx2.configcenter.info.;mx3.configcenter.info.;mx4.configcenter.info.;mx5.configcenter.info.,configcenter.info,5,hostmaster@dogado.de,1.0
ClearFake,dzqz.waver-mint.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,waver-mint,ru,,,0,,,0,,
Unknown malware,jerkdolls.net,"104.21.13.124,172.67.167.246",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2021-01-05,2026-01-05,jerkdolls,net,ariella.ns.cloudflare.com.;gabe.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,indianporngames.com,"104.21.27.60,172.67.169.7",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2021-07-14,2026-07-14,indianporngames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,lesbianstimulation.com,"104.21.18.43,172.67.180.95",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-05-23,2026-05-23,lesbianstimulation,com,leland.ns.cloudflare.com.;nelly.ns.cloudflare.com.,cloudflare.com,2,lesbianstimulation-com.mail.protection.outlook.com.,outlook.com,1,dns@cloudflare.com,2.0
Unknown malware,mindcontrolhentaigames.com,"104.21.49.137,172.67.163.129",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-12-13,2025-12-13,mindcontrolhentaigames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
NjRAT,useful-divine.gl.at.ply.gg,147.185.221.22,400519.0,"PLAYIT-GG, US",US,"NameCheap, Inc (https://www.namecheap.com)",2022-08-21,,ply,gg,,,0,,,0,,1.0
RedLine Stealer,8.tcp.us-cal-1.ngrok.io,13.52.62.53,16509.0,"AMAZON-02, US",US,,,,ngrok,io,,,0,,,0,,1.0
AsyncRAT,ywfqi-138-199-7-236.a.free.pinggy.link,,,,,"Amazon Registrar, Inc.",2023-11-06,2026-11-06,pinggy,link,,,0,,,0,,
Unknown malware,derpixonpartygames.com,"104.21.23.159,172.67.212.79",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-12-13,2025-12-13,derpixonpartygames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,_dc-mx.9eaca99e040c.derpixonpartygames.com.,derpixonpartygames.com,1,dns@cloudflare.com,2.0
Unknown malware,levifrenchbulldogs.com,50.28.87.197,32244.0,"LIQUIDWEB, US",US,"NICENIC INTERNATIONAL GROUP CO., LIMITED",2025-08-27,2026-08-27,levifrenchbulldogs,com,ns1.apexweave.com.;ns2.apexweave.com.,apexweave.com,2,levifrenchbulldogs.com.,levifrenchbulldogs.com,1,apexweave@gmail.com,1.0
Unknown malware,slaveporngames.com,"104.21.5.194,172.67.154.175",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-12-13,2025-12-13,slaveporngames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
ClearFake,4y7w.spiicepad.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,spiicepad,ru,,,0,,,0,,
Unknown malware,valley-of-butterflies.com,"104.21.87.170,172.67.144.197",13335.0,"CLOUDFLARENET, US",US,"GoDaddy.com, LLC",2025-01-08,2026-01-08,valley-of-butterflies,com,bob.ns.cloudflare.com.;iris.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,grewaltech.com,162.0.235.235,22612.0,"NAMECHEAP-NET, US",US,"NameCheap, Inc.",2025-01-06,2026-01-06,grewaltech,com,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
Unknown malware,constructora-alpigroup.com,,,,,NAMECHEAP INC,2024-05-29,2026-05-29,constructora-alpigroup,com,brad.ns.cloudflare.com.;jewel.ns.cloudflare.com.,cloudflare.com,2,mx.zoho.com.;mx2.zoho.com.;mx3.zoho.com.,zoho.com,3,dns@cloudflare.com,
Unknown malware,melodysexgame.com,"104.21.60.219,172.67.201.207",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-12-13,2025-12-13,melodysexgame,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,mail.melodysexgame.com.,melodysexgame.com,1,dns@cloudflare.com,2.0
Unknown malware,vrporngamesfree.com,"104.21.17.249,172.67.178.233",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2022-08-31,2026-08-31,vrporngamesfree,com,jen.ns.cloudflare.com.;nash.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
ClearFake,oct0t.kink-bellow.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,kink-bellow,ru,,,0,,,0,,
Unknown malware,kingspark.biz,162.43.117.160,,,,"XServer, Inc.",2022-09-28,,kingspark,biz,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,kingspark.biz.,kingspark.biz,1,root@xserver.jp,1.0
Unknown malware,wakfuck.com,"104.21.89.113,172.67.141.122",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-12-13,2025-12-13,wakfuck,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,refrigeracion.delmondexpress.com,162.240.74.90,46606.0,"UNIFIEDLAYER-AS-1, US",US,"GoDaddy.com, LLC",2016-10-14,2026-10-14,delmondexpress,com,,,0,,,0,,1.0
Unknown malware,rainbow-terrace.com,85.131.209.57,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2025-06-19,2026-06-19,rainbow-terrace,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,,,0,root@xserver.jp,1.0
ClearFake,z4cp.waver-mint.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,waver-mint,ru,,,0,,,0,,
Unknown malware,orosztorna.hu,91.214.112.174,210579.0,"RACKHOST-AS, HU",HU,,2025-03-14,,orosztorna,hu,ns1.dns24.hu.;ns2.dns24.hu.;ns3.dns24.hu.;ns4.dns24.hu.,dns24.hu,4,,,0,hostmaster@dns24.hu,1.0
Unknown malware,xxxgames.co.uk,"104.21.55.230,172.67.174.38",13335.0,"CLOUDFLARENET, US",US,"GoDaddy.com, LLC. [Tag = GODADDY]",2019-10-13,2027-10-13,co,uk,dave.ns.cloudflare.com.;gwen.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,furusato-shinshu.com,157.7.107.38,,,,"GMO Internet, Inc.",2022-08-09,2026-08-09,furusato-shinshu,com,dns01.muumuu-domain.com.;dns02.muumuu-domain.com.,muumuu-domain.com,2,mx01.lolipop.jp.,lolipop.jp,1,postmaster@furusato-shinshu.com,1.0
Unknown malware,afinelineonline.com,54.71.35.103,16509.0,"AMAZON-02, US",US,"Register.com, Inc.",2007-09-06,2026-09-06,afinelineonline,com,ns-1455.awsdns-53.org.;ns-1580.awsdns-05.co.uk.;ns-447.awsdns-55.com.;ns-741.awsdns-28.net.,awsdns-28.net;awsdns-53.org;awsdns-55.com;co.uk,4,mail.afinelineonline.com.,afinelineonline.com,1,awsdns-hostmaster@amazon.com,1.0
Unknown malware,pornplaygames.com,"104.21.54.236,172.67.169.128",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2022-08-31,2026-08-31,pornplaygames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,aspirefoundationinc.org,192.185.52.226,19871.0,"NETWORK-SOLUTIONS-HOSTING, US",US,"Network Solutions, LLC",2024-07-30,2026-07-30,aspirefoundationinc,org,ns8305.hostgator.com.;ns8306.hostgator.com.,hostgator.com,2,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;alt3.aspmx.l.google.com.;alt4.aspmx.l.google.com.;aspirefoundationinc.org.;aspmx.l.google.com.;mail.aspirefoundationinc.org.,aspirefoundationinc.org;google.com,7,root@gator4153.hostgator.com,1.0
ClearFake,drift.h0bblenet.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,h0bblenet,ru,,,0,,,0,,
Unknown malware,hostel.org.br,3.222.186.100,14618.0,"AMAZON-AES, US",US,,1998-06-23,2027-06-23,org,br,ns-1292.awsdns-33.org.;ns-2022.awsdns-60.co.uk.;ns-441.awsdns-55.com.;ns-842.awsdns-41.net.,awsdns-33.org;awsdns-41.net;awsdns-55.com;co.uk,4,mx-vip-01.kinghost.net.;mx-vip-02.kinghost.net.,kinghost.net,2,awsdns-hostmaster@amazon.com,1.0
Unknown malware,bestvrsexgames.com,"104.21.42.22,172.67.199.8",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2022-08-31,2026-08-31,bestvrsexgames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,onlinemobileporngames.com,91.195.240.12,47846.0,"SEDO-AS, DE",DE,"NameSilo, LLC",2020-11-24,2026-11-24,onlinemobileporngames,com,ns1.dnsowl.com.;ns2.dnsowl.com.;ns3.dnsowl.com.,dnsowl.com,3,mail.eye-mail.net.,eye-mail.net,1,hostmaster@dnsowl.com,1.0
ClearFake,nova.h0bblenet.ru,,,,,REGRU-RU,2025-11-15,2026-11-15,h0bblenet,ru,,,0,,,0,,
Unknown malware,avatarporngames.com,"104.21.63.103,172.67.170.141",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2022-08-31,2026-08-31,avatarporngames,com,jen.ns.cloudflare.com.;nash.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,alwedadsa.com,193.42.62.37,29066.0,"VELIANET-AS velia.net Internetdienste GmbH, DE",DE,"ENOM, INC.",2008-10-22,2026-10-22,alwedadsa,com,decker.ns.cloudflare.com.;demi.ns.cloudflare.com.,cloudflare.com,2,mail.dawalibiest.com.,dawalibiest.com,1,dns@cloudflare.com,1.0
Unknown malware,gocontract.co.uk,"104.21.57.87,172.67.161.210",13335.0,"CLOUDFLARENET, US",US,"GoDaddy.com, LLC. [Tag = GODADDY]",2020-07-08,2026-07-08,co,uk,elliott.ns.cloudflare.com.;lisa.ns.cloudflare.com.,cloudflare.com,2,gocontract-co-uk.mail.protection.outlook.com.,outlook.com,1,dns@cloudflare.com,2.0
